分公司,商户类型,商户号,商户名称,交易笔数,交易金额,优惠交易笔数,用户数
江苏,外部商户,949300053110002,悦趣科技,4271,281204,316,1961
总公司,充值,802301048140003,欧飞(联通),3511,266444,1575,3250
河北,外部商户,898130675120169,欧拉信息服务有限公司,3412,31841,2985,2885
宁夏,外部商户,898640153991433,多点新鲜（北京）电子商务有限公司,3233,264121,2991,2712
北京,外部商户,898111953990224,多点,3205,186078,2920,2747
福建,公共缴费,008350183980012,福建省电信有限公司,3152,18068,2584,3023
广东,外部商户,607441075120202,深圳万顺叫车云信息技术有限公司,2968,1473760,103,473
总公司,信用卡还款,586410194980002,中原银行股份有限公司信用卡还款,2913,10566123,445,2594
福建,公共缴费,008350757220003,福建移动通信有限责任公司南平分公司,2831,1736,2718,2660
青岛,外部商户,898053289990086,浙江集享电子商务有限公司,2794,254243,2668,2261
福建,公共缴费,008350457220003,福建省移动通信有限责任公司三明分公司,2735,1057,2708,2463
辽宁,公共缴费,826221049004053,国网辽宁省电力有限公司沈阳供电公司,2577,28616,2457,2348
北京,外部商户,104100554111443,京东商城平台商户,2539,202144,0,1241
山东,公共缴费,898053649000010,国网山东省电力公司,2430,100566,2257,2252
总公司,信用卡还款,450452094980651,青岛银行信用卡还款,2404,10076254,465,2135
总公司,信用卡还款,316000194983000,浙商银行互联网还款,2393,13113203,407,2043
湖北,外部商户,105521000004361,湖北省公安交通管理局,2378,312547,286,1291
总公司,充值,802301048140002,欧飞(电信),2327,181531,1062,2266
黑龙江,外部商户,102230192220001,(特约)黑龙江省交警总队,2294,230963,353,1238
河南,公共缴费,898410149000103,河南电力缴费,2292,258218,1814,1738
河南,外部商户,802410042150500,（特约）UU跑腿同城配送,1991,43997,2019,1529
贵州,外部商户,802520058120500,黔卡惠,1969,21221,1951,1900
北京,外部商户,817100058141129,（特约）美团点评,1913,110025,442,1762
厦门,外部商户,898352273991738,依然洁（自助洗衣）（云闪付）,1865,2737,1906,1850
总公司,信用卡还款,442980094989800,哈尔滨银行信用卡中心(),1837,8762682,324,1579
四川,外部商户,103510148991003,成都天府通金融服务股份有限公司,1769,38336,346,1699
广东,外部商户,896580053110292,陕西鹏泰美商贸有限公司,1766,195770,34,1082
陕西,外部商户,103790049000002,陕西省财政厅,1754,207230,182,869
江苏,外部商户,898320554992444,食行生鲜（综合零售）（云闪付）,1738,71175,614,1221
北京,外部商户,898110254993961,美菜网(食品销售)(云闪付),1702,350844,1644,1387
上海,外部商户,802310053113338,学志（深圳）教育科技有限公司,1673,3438,1670,1723
北京,外部商户,898111953990221,多点,1663,114304,1592,1518
湖南,外部商户,918551048140005,中国移动,1661,88900,612,1547
辽宁,外部商户,898210141120019,辽宁新天地铁科技有限公司,1599,39848,336,1606
总公司,信用卡还款,320980094985840,东亚银行信用卡中心,1594,7156616,257,1446
总公司,信用卡还款,479980094985840,包商银行信用卡中心,1585,8262408,256,1389
辽宁,外部商户,898210192220009,（特约）沈阳市公安局交通警察支队,1540,198967,169,701
四川,外部商户,896650053110091,河南泓之祥网络科技有限公司,1502,148135,29,797
北京,外部商户,898111953990231,多点,1485,70904,1238,1213
黑龙江,外部商户,896260053110532,西安罗洋商贸有限公司,1473,112275,36,550
上海,外部商户,104310053116756,日上免税,1460,1937262,177,839
总公司,充值,103330148160003,浙江开心果网络科技有限公司（电信）,1446,118411,699,1386
广东,外部商户,896580053110296,武汉澳淄茂科技有限公司,1425,128664,20,660
四川,服务类,898510192220016,四川银联交警认缴后端商户,1415,187920,90,601
黑龙江,外部商户,896260053110458,武汉绿熙科技有限公司,1411,131665,32,688
总公司,信用卡还款,319980094989801,花旗还款互联网,1394,9224622,301,1246
大连,外部商户,898210275120200,曹操出行（实时）,1388,24628,282,1145
总公司,信用卡还款,449161094980002,晋商银行信用卡还款,1349,5018970,260,1237
安徽,公共缴费,898340849000159,安庆港华燃气,1330,2001,1294,1214
总公司,信用卡还款,429330194980001,浙江农信互联还款,1326,3113096,389,1286
总公司,信用卡还款,461980094980001,长沙银行互联还款,1320,4760466,217,1183
黑龙江,外部商户,896260053110531,西安拢茗科商贸有限公司,1316,108667,24,528
福建,公共缴费,008350157220003,中国移动通信集团福建有限公司福州分公司,1280,1791,703,1292
黑龙江,外部商户,896260053110533,西安妙联怡商贸有限公司,1272,102449,24,500
黑龙江,外部商户,896260053110526,陕西大宇芊信息科技有限公司,1268,111953,17,670
总公司,信用卡还款,443701094980087,贵阳银行信用卡还款,1266,3245157,149,1146
浙江,外部商户,906330148160038,梦幻西游藏宝阁,1260,500410,80,754
内蒙古,公共缴费,898150249000007,（特约）内蒙古电力包头供电局,1233,8232,1112,1085
大连,外部商户,898210292220114,大连市公安局交通警察支队,1218,160121,205,662
总公司,充值,103330148140002,浙江开心果网络科技有限公司（联通）,1214,89384,513,1118
浙江,外部商户,906330153110032,网易严选,1202,250813,1134,1106
总公司,信用卡还款,417980094982210,盛京银行信用卡中心,1146,2743684,252,1037
广东,外部商户,896580053110161,广州高垒贸易有限公司,1141,74547,23,389
大连,外部商户,802210253110511,蜗牛睡眠,1090,280,1114,1072
上海,外部商户,898319853111173,i百联（百货）（云闪付）,1085,70287,1036,860
总公司,信用卡还款,505581094980001,广州农商互联还款,1079,6084044,149,907
黑龙江,外部商户,896260053110575,河南裕泰达鑫商贸有限公司,1074,103701,17,605
湖南,公共缴费,898430349000097,国网湖南省电力有限公司湘潭供电分公司,1055,29346,941,967
新疆,外部商户,898650193990152,新疆财政非税缴费,1034,160322,92,645
总公司,信用卡还款,440980094983600,徽商银行信用卡中心,1018,3720553,278,883
黑龙江,外部商户,896260053110527,陕西迪宸兴信息科技有限公司,1017,99129,11,432
厦门,外部商户,896393053110476,西安元嘉馨商贸有限公司,1015,92482,16,309
深圳,外部商户,898440355410714,深圳易加油信息科技有限公司,1009,208685,931,955
总公司,信用卡还款,490130794981001,张家口银行信用卡还款,984,3969865,155,876
广东,外部商户,896580053110371,西安安帅服饰商贸有限公司,978,96614,20,494
黑龙江,外部商户,896260053110553,陕西甲元华电子科技有限公司,975,89650,12,451
四川,外部商户,896650053110119,西安克铭辉贸易有限公司,952,87488,30,455
四川,公共缴费,898510148140163,荟生活,927,107624,364,839
广东,外部商户,896580053110289,陕西浩博真商贸有限公司,918,99038,24,645
黑龙江,外部商户,896260053110457,武汉林霆商贸有限公司,918,92850,28,459
总公司,信用卡还款,508300094980001,江苏银行互联还款,916,4184079,301,828
云南,外部商户,896730053110067,淄博桂芹经贸有限公司,874,86437,21,408
总公司,信用卡还款,435491094980002,郑州银行信用卡还款,860,2919626,147,786
大连,外部商户,898210278320242,万达电影股份有限公司,859,42197,237,761
福建,公共缴费,008350657220003,福建移动通信有限责任公司漳州分公司,854,1571,543,790
上海,外部商户,105290054114515,中国建设银行股份有限公司（善融商务）,845,869931,9,90
北京,外部商户,104110548991190,北京嘉信浩远信息技术有限公司（去哪儿网）,833,816709,231,761
黑龙江,外部商户,896260053110559,陕西宁翔涛美软件科技有限公司,825,92875,21,367
总公司,信用卡还款,322980094980001,渣打互联网还款,806,4451091,176,769
黑龙江,外部商户,896260053110459,武汉钦汶商贸有限公司,805,129717,9,370
上海,外部商户,802310053113477,伊美度吧,785,1420,790,771
广东,外部商户,896580053110251,广州智鹏建材有限公司,779,87866,21,484
天津,公共缴费,898120049000600,国家电网,761,72537,601,713
黑龙江,外部商户,896260053110561,陕西松威网络科技有限公司,755,86789,18,386
山东,外部商户,870053157320001,易通金贸信息科技有限公司,754,37675,99,23
上海,公共缴费,310310049003146,上海付费通信息服务有限公司电费缴付,749,132809,410,686
大连,外部商户,898210248160447,浙江百年奥莱电子商务有限公司,748,69932,780,543
福建,公共缴费,008350557220003,福建省移动通信责任有限公司泉州分公司,736,2171,226,655
四川,外部商户,898510192220011,四川省交通罚没,732,86411,17,109
总公司,信用卡还款,448421094989999,江西银行信用卡还款,724,3337833,133,638
四川,外部商户,896650053110130,西安吉长附商贸有限公司,721,69541,18,331
浙江,外部商户,906330153110042,考拉海购,717,123118,195,497
广东,外部商户,896580053110262,广州天鑫丽灯光设备有限公司,717,124227,10,347
云南,外部商户,896730053110068,淄博继文经贸有限公司,713,74065,17,414
上海,外部商户,819290049004668,付费通,706,110138,301,530
总公司,信用卡还款,559521094980003,武汉农商行互联还款,700,2280009,137,619
总公司,信用卡还款,408980094985840,宁波银行信用卡还款（深圳）,700,5698623,228,618
四川,外部商户,896650053110135,西安鑫索科网络科技有限公司,699,71276,16,482
总公司,外部商户,104044653111061,EMEDIA,696,128708,0,621
总公司,信用卡还款,311290094988001,恒丰银行互联网还款,673,3658653,101,596
黑龙江,外部商户,896260053110554,陕西锦睿江商贸有限公司,668,74477,17,471
北京,外部商户,898111953990235,多点,664,37432,614,616
黑龙江,外部商户,896260053110536,西安尚迪斯商贸有限公司,648,71156,10,312
黑龙江,外部商户,896260053110537,西安网熹煌网络科技有限公司,648,82911,8,233
青岛,外部商户,898053255410020,特来电新能源有限公司（充电站）,645,12869,81,490
江苏,外部商户,950320157220013,苏宁易购,639,374140,277,594
黑龙江,外部商户,896260053110569,西安金熙哲商贸有限公司,638,54259,14,298
天津,服务类,827100072110001,海尔洗衣（洗熨）（云闪付）,632,1850,503,528
天津,公共缴费,898120048140134,中国移动通信集团天津有限公司（移动绑定）,631,12892,605,571
湖南,公共缴费,001430148140004,中国联合网络通信有限公司长沙市分公司,628,1613,118,601
总公司,信用卡还款,436980094980001,宁夏互联网还款,623,1792869,107,578
福建,公共缴费,008350857220003,福建移动通信有限责任公司龙岩分公司,622,1578,535,566
安徽,服务类,898340193110143,安徽省统一公共支付平台,619,105816,48,290
上海,外部商户,802310045110550,中国东方航空,605,954142,150,528
海南,公共缴费,001460148120015,移动缴费,605,5351,508,442
云南,外部商户,896730053110071,西安曲顺航信息科技有限公司,599,63913,20,264
大连,公共缴费,001210249000099,辽宁省电力有限公司大连供电公司,597,6901,540,522
黑龙江,外部商户,896260053110563,陕西微微希网络科技有限公司,591,54352,8,470
黑龙江,外部商户,896260053110448,陕西部吉迪格信息科技有限公司,585,105727,11,305
厦门,外部商户,853393053116716,惠朗电子商务公司,582,86538,18,370
总公司,信用卡还款,448640094980002,海口农商行信用卡还款,580,2001431,119,495
重庆,外部商户,100502392220106,重庆市公安局交通管理局,575,110063,104,401
湖南,公共缴费,898430549000260,国网湖南省电力公司邵阳供电分公司,568,78533,274,443
厦门,外部商户,896393053110475,西安宇萨州商贸有限公司,564,58898,10,266
浙江,外部商户,896330053110071,上海二汝实业有限公司,554,84010,9,218
四川,外部商户,896650053110122,西安茂德轩商贸有限公司,553,53463,13,280
黑龙江,外部商户,896260053110540,西安易通百商贸有限公司,552,74568,12,210
总公司,信用卡还款,113000094980001,昆仑银行互联还款,549,1437875,150,508
黑龙江,外部商户,896260053110460,武汉赛苏商贸有限公司,547,94777,11,305
广东,外部商户,896580053110379,广州顺强网络科技有限公司,543,147810,13,158
总公司,信用卡还款,317120094982222,渤海银行信用卡还款,541,2927354,70,482
浙江,外部商户,896330053110074,梨树县春赫建筑工程有限公司,538,99495,13,306
厦门,外部商户,853393059437443,惠朗电子商务公司,537,84656,12,345
四川,外部商户,896650053110094,成都明扬齐商贸有限公司,537,73128,8,246
广东,外部商户,896580053110294,陕西强东瑞贸易有限公司,522,60894,10,321
总公司,信用卡还款,422980094980002,河北银行互联还款,519,4048997,196,443
上海,外部商户,951290063000011,创利通互联网科技有限公司,517,42016,36,274
江苏,外部商户,898320189990103,孩子王（母婴）（云闪付）,514,89896,108,476
江苏,外部商户,898320448160183,星星充电（公共事业）（云闪付）,512,20720,116,460
总公司,信用卡还款,409451094980001,齐鲁银行信用卡还款,510,1768729,125,448
广东,外部商户,896580053110311,海南木中录贸易有限公司,509,111969,4,217
总公司,信用卡还款,525980094980001,浙江民泰互联还款,508,2292318,94,445
黑龙江,外部商户,896260053110565,渭南宋恩兔商贸有限公司,483,47976,10,227
黑龙江,外部商户,896260053110562,陕西威嘉光商贸有限公司,480,57227,11,248
上海,公共缴费,310310049003135,上海付费通信息服务有限公司,480,30477,281,468
四川,外部商户,896650053110120,西安乐仲伯商贸有限公司,472,40344,14,270
广东,外部商户,896580053110303,海南奇占英汽车服务有限公司,463,92850,4,185
总公司,信用卡还款,101450094980002,广西农村信用社信用卡还款,462,2077747,84,389
广东,外部商户,896580053110229,广州姜勇商贸有限公司,460,61275,6,197
福建,公共缴费,008350757220001,中国联通有限公司南平分公司,459,138,435,422
上海,外部商户,105290000010531,光明随心订（乳制品）（云闪付）,454,87969,462,376
黑龙江,外部商户,896260053110529,陕西兆森邦信息科技有限公司,450,33356,8,282
云南,外部商户,896730053110063,武汉罗泉商贸有限公司,450,75911,6,181
云南,外部商户,896730053110072,西安仁聚源商贸有限公司,447,65903,5,202
江苏,外部商户,898320148140970,中国移动通信集团江苏有限公司,443,31663,236,446
湖南,公共缴费,898430149000002,行业商户（电力）,443,38537,242,392
广东,外部商户,896580053110228,广州洪财商贸有限公司,440,61772,13,273
上海,外部商户,104310058136632,星巴克,431,77057,104,434
重庆,服务类,100502392220102,重庆市财政局（交通罚没款）,428,81727,35,212
总公司,信用卡还款,412980094980001,温州银行互联还款,427,2062365,87,364
江苏,外部商户,898320147840101,江苏通行宝智慧交通科技有限公司,422,355728,71,373
黑龙江,外部商户,896260053110564,铜川栗远西商贸有限公司,414,51446,10,339
总公司,外部商户,105370179950003,山东省体育彩票管理中心,408,20257,69,331
黑龙江,外部商户,896260053110555,陕西凯博森信息科技有限公司,402,47727,11,321
四川,外部商户,896650053110107,西安莱金宝商贸有限公司,400,34491,7,191
上海,外部商户,105290075110414,中国（上海）电动汽车租赁官网,400,212272,39,317
总公司,信用卡还款,947340194980001,安徽农信信用卡还款,399,1685775,97,382
黑龙江,外部商户,896260053110534,西安瑞丰竣商贸有限公司,393,29608,4,235
天津,公共缴费,898120048145555,中国联合网络通信有限公司天津市分公司,393,22004,360,389
湖南,公共缴费,898432549000016,国网湖南省电力公司娄底供电分公司,388,29484,266,340
青岛,公共缴费,103053249000015,山东电力集团公司青岛供电公司,384,25740,313,357
北京,外部商户,898111948160533,神州优车(福建)信息技术有限公司,375,73390,89,316
上海,外部商户,104310058133386,星巴克（上海）,373,27522,110,357
上海,公共缴费,310310049003148,上海付费通信息服务有限公司燃气缴付,367,52168,172,356
甘肃,公共缴费,581620192226668,甘肃银行交通罚款,366,63128,30,215
总公司,信用卡还款,966510194980001,四川农信信用卡还款,366,1729620,85,331
四川,外部商户,896650053110060,成都立清说科技有限公司,362,73053,12,155
黑龙江,外部商户,896260053110528,陕西万匠一界信息科技有限责任公司,361,29178,5,176
湖南,外部商户,898430192220001,湖南省交通违法处理自助服务平台(高支队),354,75987,0,314
四川,外部商户,896650053110105,西安康达慧尔商贸有限公司,353,32496,2,211
黑龙江,外部商户,896260053110543,西安祯享购商贸有限公司,351,34596,3,236
吉林,公共缴费,945220183987708,吉林省电力有限公司长春供电公司,351,14508,278,328
黑龙江,外部商户,896260053110608,西安通慧达丰信息科技有限公司,350,46833,10,205
湖南,公共缴费,898430449000832,行业商户（电力）,347,20492,207,290
福建,公共缴费,008350457220001,中国联通有限公司三明分公司,346,180,334,327
辽宁,外部商户,898210792220002,（特约）锦州市公安局交通警察支队,345,42371,37,240
广东,外部商户,896580053110293,陕西麒航惠商贸有限公司,341,33656,6,183
青岛,公共缴费,103053249000051,青岛市公用事业收费服务中心,340,2377,321,338
广东,外部商户,898440145110249,中国南方航空,339,648241,57,313
四川,外部商户,898510183981003,四川省交通罚没款,336,38300,39,183
湖南,外部商户,898430192220006,交通违法处理平台（长沙支队）,335,43622,0,227
深圳,公共缴费,861440348146010,中国联通深圳分公司,332,23616,308,331
深圳,外部商户,103440342140019,货拉拉（云闪付）,329,33130,58,252
黑龙江,外部商户,896260053110607,西安索尚科网络科技有限公司,329,45386,2,216
吉林,公共缴费,898220149003333,长春燃气缴费后端,324,724,328,299
上海,服务类,802310058120506,浙江微能科技,323,1549,305,313
深圳,外部商户,939440386510009,智慧安居（乐租家园政府平台房源）,315,2279939,29,210
广东,外部商户,896580053110274,广州残愁网络科技有限公司,314,64074,5,126
北京,外部商户,104100554111442,1号店,313,54784,143,282
内蒙古,公共缴费,898150449000102,国网内蒙古东部电力有限公司赤峰供电公司,313,14600,200,298
上海,外部商户,951290053110059,苏州球酷信息科技有限公司,312,50033,19,184
广东,外部商户,896580053110227,深圳市顺洁朋建材有限公司,307,52411,14,123
黑龙江,外部商户,853260073922475,恩泽电子商务公司,307,67545,3,165
厦门,外部商户,853393015207269,众炎港中地产公司,301,103450,3,121
黑龙江,外部商户,896260053110566,西安艾岩华商贸有限公司,297,26281,4,257
湖南,公共缴费,898431149000019,国网湖南省电力有限公司永州供电分公司,295,38426,177,265
贵州,外部商户,443701086510018,贵州省公安厅交通管理科学研究所,293,29172,36,141
北京,外部商户,104100542151428,便利蜂,292,3547,116,240
总公司,信用卡还款,478450194984079,广西北部湾银行信用卡还款,288,1166336,46,260
湖南,公共缴费,898430949001498,国网湖南省电力公司益阳供电分公司,286,20600,164,257
四川,外部商户,896650053110125,西安觅绘商贸有限公司,284,33933,3,132
广东,外部商户,802440048990972,酷狗音乐,283,37718,0,128
湖南,公共缴费,001432548140002,移动行业商户,282,581,72,260
重庆,公共缴费,102501349000199,利安汇生活社区服务（重庆燃气缴费）,281,22898,133,232
黑龙江,外部商户,896260053110535,西安商泰源商贸有限公司,281,31488,6,159
厦门,外部商户,896393053110479,西安华胜文商贸有限公司,280,28108,3,162
湖南,公共缴费,898430749000194,国网湖南省电力有限公司常德供电分公司,280,16012,183,265
深圳,外部商户,802440375230513,捷停车（云闪付）,278,2791,254,256
湖北,外部商户,027421093110001,荆州国家税务局,278,195046,11,54
北京,外部商户,898111942150110,达疆网络科技（上海）有限公司,278,8825,65,223
总公司,信用卡还款,570980094980001,华融湘江互联还款,276,1578393,61,246
上海,外部商户,802310072990524,都学网络科技(北京)有限公司,276,2760,281,281
上海,外部商户,951290070130002,广州金盛乐乎公寓管理有限公司,274,25338,11,150
湖南,公共缴费,898430249001879,国网湖南省电力有限公司株洲供电分公司,274,20536,145,207
四川,外部商户,896650053110095,西安达科汇网络技术有限公司,273,39010,6,125
总公司,信用卡还款,473980094980001,泰隆互联网还款,272,1333005,76,245
内蒙古,公共缴费,898150249000186,包头市供水总公司(包头供水),269,453,259,238
福建,公共缴费,008350157220001,中国联通有限公司福州分公司(东街营业厅),266,1778,136,259
总公司,信用卡还款,468980094980001,陕西秦农农商信用卡还款,264,277404,70,247
上海,外部商户,802310049000534,石化上海,264,334246,0,248
四川,外部商户,898511349001000,南充康源水务,262,15435,41,215
总公司,信用卡还款,908441194980001,顺德农商行信用卡还款,261,868729,63,235
北京,外部商户,869100053990008,小米商城,261,192692,81,259
四川,外部商户,896650053110126,西安勉东电子科技有限公司,259,27748,5,113
总公司,信用卡还款,538980094980001,湖南农信互联还款,257,1497471,28,220
总公司,信用卡还款,427980094980001,乌鲁木齐互联还款,256,1071783,44,205
广东,外部商户,896580053110297,西安多飞皇信息科技有限公司,255,20431,6,100
总公司,信用卡还款,454424094980001,九江银行互联还款,255,761604,62,232
大连,外部商户,898210275120199,曹操出行（实时）,255,4978,2,182
安徽,外部商户,802340075420500,巨迈科技,253,4358,243,248
上海,外部商户,102310070115094,首旅如家,252,57955,76,216
湖南,公共缴费,001430448140002,移动行业商户,252,446,34,245
湖南,公共缴费,898430649001738,行业商户（电力）,251,10754,149,206
云南,外部商户,896730053110066,淄博昌亮电子商务有限公司,250,27907,4,151
总公司,信用卡还款,651525094980002,湖北省农村信用社信用联合社信用卡还款,250,830598,56,237
上海,外部商户,802310041120503,高铁管家（票务）（云闪付）,247,110567,54,195
大连,外部商户,898210248160313,普天新能源有限责任公司(新能源汽车充电站),247,9729,230,245
总公司,信用卡还款,401980094980001,上海农商互联还款,247,1196568,109,233
黑龙江,外部商户,896260053110567,西安慧佳萨商贸有限公司,246,29887,12,193
黑龙江,外部商户,853260055332386,同舟汽车销售公司,246,53715,8,156
厦门,外部商户,896393053110452,贵州华海凌天科技有限公司,244,60698,5,119
黑龙江,外部商户,853260057342449,同舟计算机公司,242,112671,9,126
厦门,外部商户,896393053110449,广州原奇贸易有限公司,238,63771,7,140
湖南,公共缴费,001431148140002,永州移动代扣行业商户,237,1014,56,218
甘肃,公共缴费,447620192220009,兰州银行交通罚款（后台）,234,45027,11,126
上海,外部商户,802310048993499,东方电视购物,232,49920,166,216
上海,外部商户,853310056518179,勇昌商贸公司,230,40751,6,158
四川,外部商户,896650053110128,西安企航程商贸有限公司,230,24043,10,106
黑龙江,外部商户,896260053110556,陕西硫硅肆电子科技有限公司,226,35007,10,98
四川,外部商户,896650053110127,西安鸣野网络科技有限公司,225,31280,3,111
厦门,外部商户,853393059437508,勇昌商贸公司,224,41303,10,161
总公司,外部商户,105640192220005,宁夏交警,224,34184,35,168
上海,外部商户,802310055330514,途虎,221,69901,76,201
总公司,信用卡还款,444880094980001,新疆维吾尔自治区农村信用社互联还款,219,846693,24,166
上海,外部商户,802310051720505,石化上海,218,68828,0,165
黑龙江,外部商户,853260055332466,同舟汽车销售公司,217,82944,4,125
上海,外部商户,104310058133373,星巴克（广东）,217,12746,41,218
云南,外部商户,896730053110023,昆明叠恳商贸有限公司,216,39502,8,126
总公司,信用卡还款,444791094980001,西安银行信用卡还款,216,485370,52,208
青岛,外部商户,105053255410009,能链石化科技有限公司,215,44736,48,213
黑龙江,外部商户,896260053110542,西安昭仁信息科技有限公司,215,24360,3,103
大连,外部商户,898210275120191,曹操出行（充值）,215,14096,59,199
北京,外部商户,898111953990226,多点,213,11795,189,189
湖南,公共缴费,001430348140002,湘潭市雨湖区移动行业商户,211,880,128,196
湖南,公共缴费,001430648140002,移动行业商户,210,347,15,202
黑龙江,外部商户,853260057342529,同舟计算机公司,208,41506,5,89
黑龙江,外部商户,896260053110452,北京维平禾商贸有限公司,207,27753,6,105
福建,公共缴费,008350257220003,福建省移动通信责任有限公司厦门市分公司,206,186,142,193
总公司,信用卡还款,904584094980001,深圳农村商业银行信用卡还款,205,1083793,33,188
总公司,信用卡还款,420980094980001,大连互联网还款,202,590527,73,199
上海,外部商户,303310041110821,上海公共交通卡股份有限公司,201,10370,93,168
北京,外部商户,898111953990234,多点,201,12372,188,170
广东,外部商户,896580053110267,北京飞腾达业商贸有限公司,199,48764,0,98
北京,外部商户,898111953990412,多点,199,10053,176,176
大连,外部商户,898210248160334,普天新能源有限责任公司(新能源汽车充电站),198,8427,148,189
浙江,外部商户,906330148160038,大话2经典版藏宝阁,197,76028,9,139
贵州,公共缴费,898520148140068,中国移动通信集团贵州有限公司贵阳分公司,196,1151,181,179
湖南,公共缴费,898431249000006,国网湖南省电力有限公司怀化供电分公司,196,18516,84,162
总公司,信用卡还款,406043194980001,吉林银行信用卡还款,195,516776,42,182
天津,服务类,898120092220011,交管(驾驶员管理卡)业务市区,194,33297,10,68
黑龙江,外部商户,853260073922395,恩泽电子商务公司,194,93020,6,107
总公司,外部商户,620055459475042,Oceania-shop.online,193,12127,0,98
河南,外部商户,898410593110065,河南国税互联网财税库银（安阳）,191,88844,0,136
总公司,信用卡还款,413980094980002,重庆农商互联还款,189,596940,60,169
总公司,信用卡还款,050602094980000,东莞银行信用卡还款,188,632472,50,181
福建,公共缴费,008350357220003,福建移动通信有限责任公司莆田分公司,187,120,53,182
上海,公共缴费,310310049003147,上海付费通信息服务有限公司公用事业类缴费,187,46506,84,169
辽宁,外部商户,898210492220003,（特约）抚顺市公安局交通警察支队罚没,187,32093,31,117
黑龙江,外部商户,896260053110367,邯郸市丛台区本汇贸易有限公司,185,70122,6,69
新疆,服务类,898650193990155,新疆维吾尔自治区财政厅信息网络中心,185,26120,8,33
北京,外部商户,898111953990252,多点,181,10328,163,163
河北,公共缴费,898130193994152,国网衡水供电公司,181,1160,181,171
总公司,信用卡还款,417350194980011,福建农信信用卡还款,177,983347,29,144
内蒙古,公共缴费,898150149000006,内蒙古电力（集团）呼和浩特供电局,176,6087,121,156
厦门,外部商户,853393053997496,奇屯商贸公司,176,52290,6,125
陕西,外部商户,853791057323095,客来宝科技公司,175,36274,4,126
青岛,外部商户,898053255410003,特来电新能源有限公司（充电站）,175,8814,0,165
大连,外部商户,802210253110507,邻趣,174,6501,150,158
四川,外部商户,896650053110123,西安茂闵轩商贸有限公司,172,23076,4,97
青岛,外部商户,846053248160004,山东亿佰园商务服务有限公司,172,15096,152,97
北京,外部商户,898111953990237,多点,171,10263,162,158
内蒙古,公共缴费,898150749000106,内蒙古东部电力有限公司呼伦贝尔电业局,170,7585,114,155
浙江,外部商户,906330148160051,网易点卡,169,19012,24,114
上海,服务类,310310193992948,浦发银行上海分行(上海市公共支付平台),169,58357,0,61
上海,服务类,802310053113423,易点生活,169,3229,162,159
上海,外部商户,104310058133371,星巴克（北京）,168,9444,34,163
浙江,外部商户,310330173750003,咪咕影院,168,8158,25,12
北京,外部商户,104100542151456,便利蜂,168,3061,101,148
总公司,外部商户,898440673990686,西安灵口商贸有限公司,168,27885,51,127
上海,外部商户,802310053113369,叮当快药,168,13232,56,162
上海,外部商户,104310058133372,星巴克（成都）,168,9913,30,158
上海,外部商户,102310092220007,上海交警（罚没款）（云闪付）,166,29733,0,131
黑龙江,外部商户,896260053110466,山西忠良商贸有限公司,166,41148,5,98
四川,外部商户,896650053110118,西安俊霄客网络科技有限公司,165,22369,1,59
海南,公共缴费,001460148140002,电信手机缴费,163,1404,149,110
