分公司,商户类型,商户号,商户名称,交易笔数,交易金额,优惠交易笔数,用户数
福建,公共缴费,008350757220003,福建移动通信有限责任公司南平分公司,2491,1421,2454,2401
福建,公共缴费,008350457220003,福建省移动通信有限责任公司三明分公司,2486,2477,2464,2352
总公司,信用卡还款,479980094985840,包商银行信用卡中心,2475,14987181,473,2138
北京,外部商户,898110254993961,美菜网(食品销售)(云闪付),2379,407288,2448,2037
总公司,信用卡还款,409451094980001,齐鲁银行信用卡还款,2296,11166996,562,2053
浙江,外部商户,906330153110032,网易严选,2152,413653,2120,1967
四川,外部商户,896650053110091,河南泓之祥网络科技有限公司,2050,154209,30,1089
河南,公共缴费,898410149000103,河南电力缴费,1980,99673,1812,1362
总公司,信用卡还款,429330194980001,浙江农信互联还款,1974,6335214,462,1808
总公司,信用卡还款,538980094980001,湖南农信互联还款,1912,14385161,233,1600
总公司,信用卡还款,440980094983600,徽商银行信用卡中心,1863,7480918,535,1708
厦门,外部商户,898352273991738,依然洁（自助洗衣）（云闪付）,1800,2627,1746,1789
湖南,外部商户,918551048140005,中国移动,1699,107017,598,1596
宁夏,外部商户,898640153991433,多点新鲜（北京）电子商务有限公司,1680,172727,1621,1490
黑龙江,外部商户,102230192220001,(特约)黑龙江省交警总队,1647,168450,240,918
海南,公共缴费,001460148120015,移动缴费,1593,13246,1521,966
总公司,信用卡还款,436980094980001,宁夏互联网还款,1587,7970283,312,1351
总公司,信用卡还款,449161094980002,晋商银行信用卡还款,1574,7784956,218,1339
总公司,充值,103330148160003,浙江开心果网络科技有限公司（电信）,1572,140264,640,1453
浙江,外部商户,906330148160038,梦幻西游藏宝阁,1569,715534,82,933
黑龙江,外部商户,896260053110575,河南裕泰达鑫商贸有限公司,1387,94966,28,758
上海,外部商户,802310053113338,学志（深圳）教育科技有限公司,1380,2835,1386,1404
黑龙江,外部商户,896260053110533,西安妙联怡商贸有限公司,1340,113626,31,557
安徽,公共缴费,898340849000159,安庆港华燃气,1314,308,1271,1272
总公司,信用卡还款,320980094985840,东亚银行信用卡中心,1256,4962523,199,1172
总公司,信用卡还款,101450094980002,广西农村信用社信用卡还款,1218,3722358,190,1098
黑龙江,外部商户,896260053110540,西安易通百商贸有限公司,1214,111404,26,499
天津,外部商户,802120041110500,云闪付乘车码,1207,2607,374,1015
北京,外部商户,898111953990231,多点,1187,149789,1197,1072
总公司,信用卡还款,319980094989801,花旗还款互联网,1159,8576071,194,1042
山东,公共缴费,898053649000010,国网山东省电力公司,1158,41702,913,1056
广东,外部商户,896580053110296,武汉澳淄茂科技有限公司,1119,110122,16,449
上海,外部商户,898319853111173,i百联（百货）（云闪付）,1113,113480,1131,874
宁波,外部商户,301330249000041,宁波市民卡运营管理有限公司,1099,396,1081,729
大连,外部商户,802210253110511,蜗牛睡眠,1087,294,1094,1086
海南,公共缴费,001460148140002,电信手机缴费,1087,7456,1072,607
上海,外部商户,802310053113513,伴美,1086,1355,1065,1092
总公司,外部商户,104044653111061,EMEDIA,1086,168783,0,939
内蒙古,公共缴费,898150249000007,（特约）内蒙古电力包头供电局,1071,4234,1057,1036
上海,外部商户,301310047220005,携程旅行网,1065,1140447,396,992
黑龙江,外部商户,896260053110531,西安拢茗科商贸有限公司,1035,113137,24,448
总公司,信用卡还款,450452094980651,青岛银行信用卡还款,1035,3374446,133,960
天津,外部商户,853110053116687,台信网络科技公司,1017,117423,21,627
黑龙江,外部商户,896260053110532,西安罗洋商贸有限公司,1016,81931,25,437
厦门,外部商户,853393053997619,台信网络科技公司,1015,113355,13,627
厦门,外部商户,898352241110101,(特约)厦门轨道交通集团有限公司,1014,3522,119,736
陕西,外部商户,103790049000002,陕西省财政厅,974,123920,92,489
湖南,外部商户,898430192220006,交通违法处理平台（长沙支队）,961,115811,0,569
四川,外部商户,896650053110094,成都明扬齐商贸有限公司,956,116333,13,482
湖南,公共缴费,898430349000097,国网湖南省电力有限公司湘潭供电分公司,952,21994,821,883
广东,外部商户,896580053110371,西安安帅服饰商贸有限公司,930,91593,17,559
黑龙江,外部商户,896260053110458,武汉绿熙科技有限公司,930,78964,18,471
广东,外部商户,896580053110161,广州高垒贸易有限公司,894,88741,18,303
四川,外部商户,896650053110119,西安克铭辉贸易有限公司,893,98693,18,492
总公司,信用卡还款,316000194983000,浙商银行互联网还款,881,5106127,125,746
总公司,信用卡还款,311290094988001,恒丰银行互联网还款,880,3886755,170,765
上海,外部商户,105290054114515,中国建设银行股份有限公司（善融商务）,851,70715,0,10
黑龙江,外部商户,896260053110457,武汉林霆商贸有限公司,823,81996,18,487
黑龙江,外部商户,896260053110559,陕西宁翔涛美软件科技有限公司,817,90911,15,399
黑龙江,外部商户,896260053110564,铜川栗远西商贸有限公司,797,49707,23,372
总公司,信用卡还款,408980094985840,宁波银行信用卡还款（深圳）,785,6698490,247,699
北京,外部商户,898111953990221,多点,777,114633,793,721
广东,外部商户,896580053110262,广州天鑫丽灯光设备有限公司,771,83856,13,402
上海,公共缴费,310310049003146,上海付费通信息服务有限公司电费缴付,759,106885,432,638
云南,外部商户,896730053110063,武汉罗泉商贸有限公司,757,122715,15,280
总公司,充值,103330148140002,浙江开心果网络科技有限公司（联通）,755,52776,336,746
广东,外部商户,896580053110251,广州智鹏建材有限公司,751,86339,15,463
大连,公共缴费,001210249000099,辽宁省电力有限公司大连供电公司,743,35736,590,649
江苏,外部商户,898320189990103,孩子王（母婴）（云闪付）,742,219600,193,645
四川,公共缴费,898510148140163,荟生活,719,78213,291,668
黑龙江,外部商户,896260053110459,武汉钦汶商贸有限公司,715,108833,8,377
云南,外部商户,896730053110071,西安曲顺航信息科技有限公司,697,61520,16,299
黑龙江,外部商户,896260053110561,陕西松威网络科技有限公司,692,77026,8,302
黑龙江,外部商户,896260053110460,武汉赛苏商贸有限公司,678,95200,7,255
四川,外部商户,896650053110122,西安茂德轩商贸有限公司,669,73469,8,339
北京,外部商户,817100058141129,（特约）美团点评,665,5820,134,647
黑龙江,外部商户,896260053110527,陕西迪宸兴信息科技有限公司,663,77371,13,335
江苏,外部商户,950320157220013,苏宁易购,663,159532,264,569
黑龙江,外部商户,896260053110555,陕西凯博森信息科技有限公司,662,51088,14,320
福建,公共缴费,008350157220003,中国移动通信集团福建有限公司福州分公司,659,1405,594,623
江苏,外部商户,898320554992444,食行生鲜（综合零售）（云闪付）,656,65239,190,513
总公司,信用卡还款,402871094980001,宁夏黄河农村商业银行信用卡还款,644,3412748,100,520
黑龙江,外部商户,896260053110553,陕西甲元华电子科技有限公司,639,81639,10,334
黑龙江,外部商户,896260053110526,陕西大宇芊信息科技有限公司,636,78679,7,410
天津,公共缴费,898120049000600,国家电网,604,38402,507,601
云南,外部商户,896730053110068,淄博继文经贸有限公司,595,66793,15,313
黑龙江,外部商户,896260053110448,陕西部吉迪格信息科技有限公司,589,105399,3,254
上海,外部商户,802310053113477,伊美度吧,583,1062,585,578
总公司,信用卡还款,406043194980001,吉林银行信用卡还款,580,2586085,228,510
总公司,信用卡还款,454424094980001,九江银行互联还款,574,1015049,158,535
黑龙江,外部商户,896260053110554,陕西锦睿江商贸有限公司,570,63625,14,280
辽宁,公共缴费,826228049004001,国网辽宁省电力有限公司营口供电公司,570,72447,295,520
黑龙江,外部商户,896260053110607,西安索尚科网络科技有限公司,565,50548,8,280
上海,外部商户,802310053113377,上海睿泓新能源科技有限公司,563,1173,561,538
浙江,外部商户,896330053110074,梨树县春赫建筑工程有限公司,559,89288,3,250
海南,公共缴费,001460148120016,联通缴费,556,3655,562,308
福建,公共缴费,008350657220003,福建移动通信有限责任公司漳州分公司,556,1674,535,533
总公司,信用卡还款,418100094980001,北京农商银行信用卡还款,554,2474489,190,497
广东,外部商户,896580053110289,陕西浩博真商贸有限公司,546,66235,17,297
山东,外部商户,302370153990888,每日一淘（自营实物销售）,541,10457,478,481
总公司,信用卡还款,904584094980001,深圳农村商业银行信用卡还款,534,3181509,75,440
青岛,公共缴费,103053249000015,山东电力集团公司青岛供电公司,527,23245,420,500
湖南,外部商户,898430192220001,湖南省交通违法处理自助服务平台(高支队),523,109788,0,465
四川,外部商户,896650053110130,西安吉长附商贸有限公司,521,82995,6,200
福建,公共缴费,008350857220003,福建移动通信有限责任公司龙岩分公司,511,1018,494,481
四川,外部商户,896650053110128,西安企航程商贸有限公司,508,47771,6,182
总公司,信用卡还款,951620194980001,甘肃省农村信用社联合社信用卡还款,507,3422927,87,407
湖北,外部商户,105521000004361,湖北省公安交通管理局,503,65193,78,325
四川,外部商户,896650053110120,西安乐仲伯商贸有限公司,500,44276,15,280
广东,外部商户,896580053110229,广州姜勇商贸有限公司,490,65827,7,312
总公司,信用卡还款,496651094980001,四川天府银行信用卡还款,487,2776068,88,422
广东,外部商户,896580053110379,广州顺强网络科技有限公司,483,96542,11,150
黑龙江,外部商户,896260053110562,陕西威嘉光商贸有限公司,476,76919,5,240
上海,外部商户,819290049004668,付费通,474,85082,185,373
四川,外部商户,896650053110095,西安达科汇网络技术有限公司,469,59021,5,205
厦门,外部商户,896393053110477,陕西卓新瑞商贸有限公司,461,99646,9,260
黑龙江,外部商户,896260053110543,西安祯享购商贸有限公司,460,57490,9,293
黑龙江,外部商户,896260053110535,西安商泰源商贸有限公司,448,43340,4,302
四川,外部商户,896650053110125,西安觅绘商贸有限公司,443,37829,7,182
云南,外部商户,896730053110067,淄博桂芹经贸有限公司,442,74498,12,290
黑龙江,外部商户,896260053110495,北京沐宇科技有限公司,435,83509,6,176
总公司,信用卡还款,424301094980001,南京银行互联还款,430,1201495,147,401
福建,公共缴费,008350757220001,中国联通有限公司南平分公司,421,433,396,374
湖南,公共缴费,898430549000260,国网湖南省电力公司邵阳供电分公司,419,35647,240,377
黑龙江,外部商户,896260053110529,陕西兆森邦信息科技有限公司,412,58521,10,205
黑龙江,外部商户,896260053110608,西安通慧达丰信息科技有限公司,403,55147,3,237
黑龙江,外部商户,896260053110569,西安金熙哲商贸有限公司,399,28797,8,236
北京,外部商户,104100554111442,1号店,399,54782,200,355
上海,外部商户,105290000010531,光明随心订（乳制品）（云闪付）,396,71646,407,360
黑龙江,外部商户,896260053110534,西安瑞丰竣商贸有限公司,387,38038,7,228
总公司,信用卡还款,541980094980001,长安银行信用卡还款,385,1744879,97,356
贵州,公共缴费,898520149000117,贵州电网有限公司贵阳供电局,385,85764,373,364
四川,外部商户,896650053110123,西安茂闵轩商贸有限公司,382,28307,7,201
浙江,外部商户,906330148160038,大话2经典版藏宝阁,382,134032,21,223
总公司,信用卡还款,401980094980001,上海农商互联还款,380,1100457,148,353
四川,外部商户,896650053110135,西安鑫索科网络科技有限公司,377,58439,4,208
黑龙江,外部商户,896260053110537,西安网熹煌网络科技有限公司,376,49187,1,144
天津,公共缴费,898120048140134,中国移动通信集团天津有限公司（移动绑定）,370,2697,334,343
河南,外部商户,802410042150500,（特约）UU跑腿同城配送,366,14629,360,286
广东,外部商户,896580053110290,陕西皓曼西商贸有限公司,359,26877,7,195
黑龙江,外部商户,896260053110528,陕西万匠一界信息科技有限责任公司,355,55219,2,143
深圳,外部商户,898440355410714,深圳易加油信息科技有限公司,355,69768,313,336
四川,外部商户,896650053110107,西安莱金宝商贸有限公司,355,56849,4,171
云南,外部商户,896730053110072,西安仁聚源商贸有限公司,354,42477,0,193
河北,外部商户,898130675120169,欧拉信息服务有限公司,351,1811,313,336
四川,外部商户,896650053110121,西安龙千宏商贸有限公司,346,40202,9,194
湖南,公共缴费,898430149000002,行业商户（电力）,345,25348,211,303
江苏,外部商户,113320186510017,江苏省公安厅交通警察总队（徐州线上）,343,39431,52,200
总公司,信用卡还款,508300094980001,江苏银行互联还款,341,1275510,108,324
厦门,外部商户,896393053110476,西安元嘉馨商贸有限公司,337,53828,9,131
大连,外部商户,898210292220114,大连市公安局交通警察支队,333,45501,51,176
黑龙江,外部商户,896260053110488,广州彬顾信息科技有限公司,332,56616,6,76
总公司,信用卡还款,490130794981001,张家口银行信用卡还款,326,1216005,44,277
总公司,信用卡还款,050602094980000,东莞银行信用卡还款,325,1291929,60,293
北京,外部商户,898111979930126,苏州玩蜂软件科技有限公司,322,26883,3,16
黑龙江,外部商户,896260053110536,西安尚迪斯商贸有限公司,321,44410,4,149
总公司,信用卡还款,448421094989999,江西银行信用卡还款,321,1288517,65,293
上海,外部商户,303310048990996,云缴费（普通类缴费2）,317,15594,4,35
吉林,公共缴费,898220149003333,长春燃气缴费后端,316,125,324,281
云南,外部商户,896730053110073,西安碎梦商贸有限公司,316,45860,7,151
云南,外部商户,896730053110066,淄博昌亮电子商务有限公司,315,44760,5,206
青岛,公共缴费,103053249000051,青岛市公用事业收费服务中心,312,2859,303,312
厦门,外部商户,896393053110475,西安宇萨州商贸有限公司,311,28738,9,119
湖南,公共缴费,898432549000016,国网湖南省电力公司娄底供电分公司,309,11383,236,285
厦门,外部商户,896393053110449,广州原奇贸易有限公司,309,49559,4,168
四川,外部商户,896650053110127,西安鸣野网络科技有限公司,307,33577,3,129
湖南,公共缴费,898430449000832,行业商户（电力）,304,28480,196,270
广东,外部商户,896580053110363,天门辉睿商贸有限公司,304,72750,1,71
广东,外部商户,896580053110274,广州残愁网络科技有限公司,302,87526,5,106
福建,公共缴费,008350457220001,中国联通有限公司三明分公司,301,211,297,273
总公司,信用卡还款,435491094980002,郑州银行信用卡还款,289,1231366,46,245
湖南,公共缴费,898431149000019,国网湖南省电力有限公司永州供电分公司,285,19724,168,255
贵州,公共缴费,443701049000175,（特约）贵州煤气,284,18046,266,256
深圳,外部商户,939440386510009,智慧安居（乐租家园政府平台房源）,284,2002695,29,210
总公司,信用卡还款,584700094980001,贵州银行信用卡还款,282,943415,35,255
广东,外部商户,896580053110303,海南奇占英汽车服务有限公司,281,94124,2,111
四川,外部商户,896650053110105,西安康达慧尔商贸有限公司,281,32608,1,165
厦门,外部商户,853393053116422,云远电子商务公司,273,49770,5,136
总公司,信用卡还款,491617094980001,桂林银行信用卡还款,271,1073471,44,246
总公司,信用卡还款,447620194980003,兰州银行信用卡还款,268,1136334,56,230
四川,外部商户,896650053110118,西安俊霄客网络科技有限公司,268,39849,2,111
吉林,公共缴费,945220183987708,吉林省电力有限公司长春供电公司,265,13460,208,243
黑龙江,外部商户,896260053110556,陕西硫硅肆电子科技有限公司,264,49140,13,131
辽宁,公共缴费,826229049004001,国网辽宁省电力有限公司阜新供电公司,259,20498,110,242
厦门,外部商户,896393053110479,西安华胜文商贸有限公司,258,45525,5,125
北京,外部商户,947100048162286,拉拉网络,257,50307,10,114
厦门,外部商户,853393053116804,凡讯网络科技公司,256,48516,12,128
总公司,信用卡还款,458980094980003,青海银行还款互联,256,1227376,53,226
北京,外部商户,929100048169830,微店（商城）（云闪付）,253,73009,0,212
北京,外部商户,898110254990370,本来生活,253,36628,252,223
北京,外部商户,898111953990252,多点,252,29766,243,238
青岛,外部商户,103053253111537,利群集团青岛电子商务有限公司（利群集团）,252,38599,242,223
四川,外部商户,896650053110131,西安蓝光尼网络科技有限公司,251,26052,2,123
总公司,信用卡还款,417350194980011,福建农信信用卡还款,251,1262727,58,221
厦门,外部商户,853393056517494,艺芙贸易公司,251,70180,15,179
总公司,信用卡还款,113000094980001,昆仑银行互联还款,251,881694,60,240
黑龙江,外部商户,896260053110566,西安艾岩华商贸有限公司,247,25200,12,177
福建,公共缴费,008350557220003,福建省移动通信责任有限公司泉州分公司,247,2820,178,216
青岛,外部商户,898053255410020,特来电新能源有限公司（充电站）,247,4568,44,210
北京,外部商户,869100053990008,小米商城,245,138762,92,235
北京,外部商户,898110253116852,本来生活,245,17071,7,18
总公司,信用卡还款,448640094980002,海口农商行信用卡还款,242,719110,42,223
四川,外部商户,896650053110126,西安勉东电子科技有限公司,241,34667,7,86
湖南,公共缴费,898430749000194,国网湖南省电力有限公司常德供电分公司,238,11257,172,221
上海,服务类,802310053113423,易点生活,238,2762,228,215
总公司,信用卡还款,441980094980001,重庆互联网还款,237,856973,50,204
浙江,外部商户,822331041310017,杭州市公共交通集团（电子客票）,234,687,101,235
浙江,外部商户,896330053110085,杭州尚勤智能科技有限公司,234,33498,3,108
总公司,信用卡还款,570980094980001,华融湘江互联还款,228,655413,50,206
上海,外部商户,303310048990924,云缴费（联通）,226,11240,2,23
广东,外部商户,896580053110297,西安多飞皇信息科技有限公司,222,17619,6,116
总公司,外部商户,821290059990QDR,上海邮乐网络技术有限公司,222,10613,201,150
贵州,公共缴费,898520149000141,贵州电网有限责任公司贵阳供电局,221,44103,221,202
总公司,信用卡还款,525980094980001,浙江民泰互联还款,219,712472,34,202
浙江,外部商户,853330053116251,良宇安宏科技,218,47915,6,111
黑龙江,外部商户,853260055332466,同舟汽车销售公司,217,69633,7,118
北京,外部商户,898111979930103,浙江争游网络科技有限公司,215,28607,22,152
总公司,信用卡还款,434110194980001,天津银行互联还款,215,890408,75,205
内蒙古,公共缴费,898150249000186,包头市供水总公司(包头供水),214,163,210,206
总公司,信用卡还款,947340194980001,安徽农信信用卡还款,211,648870,53,196
总公司,信用卡还款,559521094980003,武汉农商行互联还款,209,335594,34,190
湖南,公共缴费,898430649001738,行业商户（电力）,208,13590,144,179
黑龙江,外部商户,896260053110542,西安昭仁信息科技有限公司,207,35457,6,89
广东,外部商户,802440048140500,广东移动10086,207,18141,54,178
广东,外部商户,896580053110310,贵州省史蒂夫电子商贸有限公司,204,49483,2,118
黑龙江,外部商户,896260053110563,陕西微微希网络科技有限公司,203,27316,5,109
总公司,信用卡还款,651525094980002,湖北省农村信用社信用联合社信用卡还款,203,544721,35,175
北京,外部商户,947100048162050,胡大王,200,44046,3,47
湖南,公共缴费,898430249001879,国网湖南省电力有限公司株洲供电分公司,199,21260,127,185
北京,外部商户,898111953990235,多点,198,28883,188,178
总公司,信用卡还款,422980094980002,河北银行互联还款,197,1381211,69,171
厦门,外部商户,853393057326673,思方达科技公司,197,73185,5,113
上海,公共缴费,310310049003148,上海付费通信息服务有限公司燃气缴付,194,25026,84,188
总公司,信用卡还款,438370394981888,齐商银行信用卡还款,194,948874,57,176
辽宁,外部商户,898210192220009,（特约）沈阳市公安局交通警察支队,193,23730,25,105
四川,外部商户,896650053110112,龙岩市宏能商贸有限公司,191,59370,2,68
广东,外部商户,896580053110267,北京飞腾达业商贸有限公司,189,34410,1,104
浙江,公共缴费,898330149000014,国网浙江省电力公司杭州供电公司,189,27748,179,175
浙江,外部商户,906330148160051,网易点卡,187,13962,14,114
黑龙江,外部商户,896260053110489,广州冰蝶网络科技部,186,62367,2,86
贵州,公共缴费,898520148140068,中国移动通信集团贵州有限公司贵阳分公司,183,1180,175,179
厦门,外部商户,896393053110452,贵州华海凌天科技有限公司,183,28373,3,106
总公司,信用卡还款,468980094980001,陕西秦农农商信用卡还款,183,401997,56,171
黑龙江,外部商户,853260057342449,同舟计算机公司,183,75476,5,104
广东,外部商户,802440048990972,酷狗音乐,183,20460,0,89
湖南,公共缴费,898430949001498,国网湖南省电力公司益阳供电分公司,182,9583,127,166
上海,外部商户,853290053111812,中粮我买网,181,24713,181,159
海南,公共缴费,303460148990001,中国有线电视网络有限公司海南分公司,179,2097,181,77
江苏,外部商户,898320148140970,中国移动通信集团江苏有限公司,179,13768,90,163
内蒙古,公共缴费,898150449000102,国网内蒙古东部电力有限公司赤峰供电公司,176,1874,159,162
上海,外部商户,310310153990890,洋码头,175,65405,177,142
四川,外部商户,896650053110132,西安男山井商贸有限公司,174,41999,3,50
云南,公共缴费,898530149000020,云南电网公司（普通）,174,11910,76,147
贵州,公共缴费,898520349000118,贵州电网有限责任公司遵义供电局,171,22956,155,143
湖南,公共缴费,001430148140004,中国联合网络通信有限公司长沙市分公司,170,1259,95,145
广东,外部商户,896580053110293,陕西麒航惠商贸有限公司,168,30686,2,73
上海,外部商户,898310151220125,1药网(医疗)(云闪付),166,34519,65,161
总公司,信用卡还款,439227094980001,锦州银行信用卡还款,165,244348,47,162
厦门,外部商户,896393053110478,西安达丰寓信息技术有限公司,164,33696,2,109
贵州,公共缴费,443701092220174,（特约）贵州交罚,163,13566,9,75
厦门,外部商户,853393059437443,惠朗电子商务公司,163,51386,10,129
黑龙江,外部商户,896260053110519,北京恒通九州咨询有限公司,162,22169,0,71
天津,公共缴费,898120048145555,中国联合网络通信有限公司天津市分公司,162,8719,132,158
贵州,公共缴费,898520149000120,贵州电网有限责任公司贵阳供电局,162,28772,155,156
广东,外部商户,896580053110138,宁德市碧银商贸有限公司,161,188220,2,65
上海,外部商户,104310058133386,星巴克（上海）,161,10079,43,154
总公司,信用卡还款,495614094980388,柳州银行互联还款,161,768918,33,141
大连,公共缴费,001210283980003,大连市公用事业联合收费处,159,24837,99,145
黑龙江,外部商户,853260073922395,恩泽电子商务公司,158,82254,1,89
湖南,公共缴费,898431249000006,国网湖南省电力有限公司怀化供电分公司,158,16343,63,145
贵州,公共缴费,898520349000122,贵州电网有限责任公司遵义供电局,158,40308,158,148
河北,公共缴费,898130193994152,国网衡水供电公司,157,913,157,152
北京,外部商户,104110548991190,北京嘉信浩远信息技术有限公司（去哪儿网）,155,167260,39,140
广东,外部商户,896580053110369,龙岩发多利贸易有限公司,155,27797,0,72
广东,外部商户,896580053110362,天门宏汇商贸有限公司,155,32030,1,76
大连,外部商户,898210248160313,普天新能源有限责任公司(新能源汽车充电站),154,5540,151,147
福建,服务类,309350193110003,国家税务总局福建省税务局,153,38688,155,97
总公司,信用卡还款,474980094980001,内蒙古互联网还款,151,755740,18,134
总公司,信用卡还款,412980094980001,温州银行互联还款,149,633735,31,134
总公司,信用卡还款,427980094980001,乌鲁木齐互联还款,148,436212,17,125
内蒙古,公共缴费,898150149000006,内蒙古电力（集团）呼和浩特供电局,148,4535,129,142
总公司,信用卡还款,433235094880001,葫芦岛银行信用卡还款,145,676209,19,117
辽宁,公共缴费,439210149000001,沈阳燃气,139,1949,118,128
总公司,信用卡还款,322980094980001,渣打互联网还款,139,861953,22,125
浙江,外部商户,896330053110026,上海靠著贸易有限公司,138,79504,1,42
贵州,公共缴费,898520149000144,贵州电网有限责任公司贵阳供电局,138,26437,129,125
湖南,公共缴费,001430348140002,湘潭市雨湖区移动行业商户,136,902,115,124
总公司,信用卡还款,444880094980001,新疆维吾尔自治区农村信用社互联还款,136,795360,23,106
总公司,信用卡还款,317120094982222,渤海银行信用卡还款,135,630109,16,119
黑龙江,外部商户,896260053110588,北京望箭盛科技有限公司,134,31318,1,51
新疆,外部商户,898650193990152,新疆财政非税缴费,134,19177,18,73
云南,外部商户,896730053110023,昆明叠恳商贸有限公司,134,33093,5,70
河北,外部商户,310130148140006,中国移动通信集团河北有限公司,133,7133,106,118
北京,外部商户,898111953990230,多点,133,13597,132,126
总公司,信用卡还款,413980094980002,重庆农商互联还款,132,359207,30,123
总公司,信用卡还款,642331094980001,杭州银行信用卡还款,130,591304,31,116
厦门,外部商户,853393015207269,众炎港中地产公司,130,42707,1,58
广东,外部商户,802440048990838,多益网络,129,32114,10,101
福建,公共缴费,008350157220001,中国联通有限公司福州分公司(东街营业厅),128,416,118,118
北京,外部商户,898111953990237,多点,127,12323,123,114
北京,外部商户,898110253114334,乐友孕婴童,127,48975,35,113
北京,外部商户,898111953990256,多点,127,12234,126,109
福建,公共缴费,008350257220003,福建省移动通信责任有限公司厦门市分公司,126,219,117,124
四川,外部商户,103510148991003,成都天府通金融服务股份有限公司,125,2795,32,125
厦门,外部商户,853393057327432,燿焰商贸公司,123,13558,2,81
厦门,外部商户,853393053116716,惠朗电子商务公司,122,27532,4,89
陕西,外部商户,853791057323175,客来宝科技公司,122,58397,2,88
浙江,外部商户,906330148160038,新倩女幽魂藏宝阁,120,22153,10,74
总公司,信用卡还款,481063194980001,威海商行信用卡还款,120,737591,32,113
江西,外部商户,821360173924029,杭州鲸算闪信息技术（服务费收取）,119,123957,9,108
厦门,外部商户,853393053997496,奇屯商贸公司,119,43166,0,75
深圳,外部商户,898440353112287,vivo支付,119,9631,17,69
上海,外部商户,898310158141953,达美乐比萨(餐饮)(云闪付),118,9343,46,115
总公司,外部商户,620003620200002,Pegasus Global Markets,117,12964,0,58
总公司,外部商户,105640192220005,宁夏交警,115,17332,13,92
厦门,外部商户,853393053116120,燿焰商贸公司,115,14243,2,89
上海,外部商户,802310051720505,石化上海,114,26689,0,77
内蒙古,公共缴费,898150749000106,内蒙古东部电力有限公司呼伦贝尔电业局,113,3540,97,103
上海,公共缴费,310310049003135,上海付费通信息服务有限公司,113,8996,60,104
黑龙江,外部商户,896260053110590,赤峰中玉电子工程有限公司,113,20886,1,70
广东,外部商户,896580053110370,龙岩康巨贸易有限公司,111,23521,0,54
江苏,外部商户,898320448160183,星星充电（公共事业）（云闪付）,110,5205,13,92
上海,外部商户,802310053113369,叮当快药,110,9330,39,105
